address,city,created_at,description,description_en,description_fr,display_description,display_specialties,email,featured,id,latitude,logo_url,longitude,name,opening_hours,phone,postal_code,province,specialties,specialties_en,specialties_fr,type,updated_at,website
Kapelstraat 100/49,Sint-Niklaas,2025-12-27 18:50:25,Belgische chocolatier - Olleke Bolleke,Belgian chocolatier - Olleke Bolleke,Chocolaterie belge - Olleke Bolleke,Belgische chocolatier - Olleke Bolleke,,,0,2689,51.1519099,,4.1575394,Olleke Bolleke,,,9100.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:25,https://www.ollekebolleke.eu
Tiensestraat 3,Leuven,2025-12-27 18:50:25,Belgische chocolatier - Olleke Bolleke,Belgian chocolatier - Olleke Bolleke,Chocolaterie belge - Olleke Bolleke,Belgische chocolatier - Olleke Bolleke,,,0,2690,50.8788539,,4.703094,Olleke Bolleke,,,3000.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:25,https://www.ollekebolleke.eu
Beddenstraat 2/K5,Antwerpen,2025-12-27 18:50:25,Belgische chocolatier - Olleke Bolleke,Belgian chocolatier - Olleke Bolleke,Chocolaterie belge - Olleke Bolleke,Belgische chocolatier - Olleke Bolleke,,,0,2691,51.2188448,,4.4034182,Olleke Bolleke,,,2000.0,Antwerpen,,,,winkel,2025-12-27 18:50:25,https://www.ollekebolleke.eu
Dreef 42,Zomergem,2025-12-27 18:50:25,Belgische chocolatier - Opbrouck Daisy,Belgian chocolatier - Opbrouck Daisy,Chocolaterie belge - Opbrouck Daisy,Belgische chocolatier - Opbrouck Daisy,,,0,2692,51.1189151,,3.5634906,Opbrouck Daisy,,,9930.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:25,
Sint-Pietersnieuwstraat 208,Gent,2025-12-27 18:50:26,Belgische chocolatier - PORT OF CACAO // Mayana,Belgian chocolatier - PORT OF CACAO // Mayana,Chocolaterie belge - PORT OF CACAO // Mayana,Belgische chocolatier - PORT OF CACAO // Mayana,,,0,2696,51.0445158,,3.7262203,PORT OF CACAO // Mayana,,,9000.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:26,https://mayana.be
Wasserijstraat 13,Herentals,2025-12-27 18:50:26,Belgische chocolatier - PRALINES D.D.,Belgian chocolatier - PRALINES D.D.,Chocolaterie belge - PRALINES D.D.,Belgische chocolatier - PRALINES D.D.,,,0,2698,51.1763901,,4.8315311,PRALINES D.D.,,,2200.0,Antwerpen,,,,winkel,2025-12-27 18:50:26,
Katelijnestraat 22,Brugge,2025-12-27 18:50:26,Belgische chocolatier - PRALINES VERHEECKE,Belgian chocolatier - PRALINES VERHEECKE,Chocolaterie belge - PRALINES VERHEECKE,Belgische chocolatier - PRALINES VERHEECKE,,,0,2699,51.2034658,,3.2246194,PRALINES VERHEECKE,,,8000.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:26,
Rue Ather 6/3,Hergenrath,2025-12-27 18:50:26,Belgische chocolatier - PROVESO,Belgian chocolatier - PROVESO,Chocolaterie belge - PROVESO,Belgische chocolatier - PROVESO,,,0,2700,50.7170748,,6.0378339,PROVESO,,,4728.0,Luik,,,,winkel,2025-12-27 18:50:26,
Korenmarkt 5,Gent,2025-12-27 18:50:25,Gespecialiseerde chocoladewinkel in Gent. Ruim assortiment Belgische chocolades.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Gespecialiseerde chocoladewinkel in Gent. Ruim assortiment Belgische chocolades.,Geschenkverpakkingen,info@passionchocolate.be,0,2693,51.0547304,,3.7225001,Passion Chocolate,,+32 9 223 12 56,9000.0,Oost-Vlaanderen,Geschenkverpakkingen,Chocolat artisanal,workshops,winkel,2025-12-27 18:50:25,https://www.passionchocolate.be
Rue Jean-Baptiste Vanpetegem 26,Goutroux,2025-12-27 18:50:25,Belgische chocolatier - Paul Maximilien,Belgian chocolatier - Paul Maximilien,Chocolaterie belge - Paul Maximilien,Belgische chocolatier - Paul Maximilien,,,0,2694,50.4222963,,4.3532725,Paul Maximilien,,,6030.0,Henegouwen,,,,winkel,2025-12-27 18:50:25,
Chemin de la Froide Fontaine 4,Horrues,2025-12-27 18:50:26,Belgische chocolatier - Perle et douceur,Belgian chocolatier - Perle et douceur,Chocolaterie belge - Perle et douceur,Belgische chocolatier - Perle et douceur,,,0,2695,50.6190564,,4.0600409,Perle et douceur,,,7060.0,Henegouwen,,,,winkel,2025-12-27 18:50:26,
Place du Grand Sablon 39,Brussel,2025-12-27 18:50:13,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,World champion pastry chef and chocolatier. Known for grand cru chocolate and innovative creations.,Champion du monde de pâtisserie et chocolatier. Connu pour le chocolat grand cru et les créations innovantes.,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,Grand cru chocolade,info@marcolini.be,0,2373,50.8409473,/logo/pierre-marcolini.jpg,4.3544685,Pierre Marcolini,,+32 2 514 12 06,1000.0,Brussels Hoofdstedelijk Gewest,Grand cru chocolade,taarten,macarons,beide,2025-12-27 18:50:13,https://pierremarcolini.com
Schrijnwerkersstraat 25,Antwerpen,2025-12-27 18:50:13,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,World champion pastry chef and chocolatier. Known for grand cru chocolate and innovative creations.,Champion du monde de pâtisserie et chocolatier. Connu pour le chocolat grand cru et les créations innovantes.,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,,info@marcolini.be,0,2374,51.2176009,/logo/pierre-marcolini.jpg,4.4040099,Pierre Marcolini - Antwerpen,,+32 2 514 12 06,2000.0,Antwerpen,,,,winkel,2025-12-27 18:50:13,https://pierremarcolini.com
Kelderstraat 4,Antwerpen,2025-12-27 18:50:13,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,World champion pastry chef and chocolatier. Known for grand cru chocolate and innovative creations.,Champion du monde de pâtisserie et chocolatier. Connu pour le chocolat grand cru et les créations innovantes.,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,,info@marcolini.be,0,2375,51.2161908,/logo/pierre-marcolini.jpg,4.4073388,Pierre Marcolini - Antwerpen,,+32 2 514 12 06,2000.0,Antwerpen,,,,winkel,2025-12-27 18:50:13,https://pierremarcolini.com
Grote Markt 26,Brussel,2025-12-27 18:50:13,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,World champion pastry chef and chocolatier. Known for grand cru chocolate and innovative creations.,Champion du monde de pâtisserie et chocolatier. Connu pour le chocolat grand cru et les créations innovantes.,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,,info@marcolini.be,0,2376,50.846751,/logo/pierre-marcolini.jpg,4.3530335000000004,Pierre Marcolini - Grand Place,,+32 2 514 12 06,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:13,https://pierremarcolini.com
Grote Zavel 39,Brussel,2025-12-27 18:50:13,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,World champion pastry chef and chocolatier. Known for grand cru chocolate and innovative creations.,Champion du monde de pâtisserie et chocolatier. Connu pour le chocolat grand cru et les créations innovantes.,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,,info@marcolini.be,0,2377,50.8409473,/logo/pierre-marcolini.jpg,4.3544685,Pierre Marcolini - Manufacture,,+32 2 514 12 06,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:13,https://pierremarcolini.com
Galeries de la Reine 21,Bruxelles,2025-12-27 18:50:13,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,World champion pastry chef and chocolatier. Known for grand cru chocolate and innovative creations.,Champion du monde de pâtisserie et chocolatier. Connu pour le chocolat grand cru et les créations innovantes.,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,,info@marcolini.be,0,2378,50.8614048,/logo/pierre-marcolini.jpg,4.3525494,Pierre Marcolini - Reine I,,+32 2 514 12 06,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:13,https://pierremarcolini.com
Minimenstraat 1,Brussel,2025-12-27 18:50:13,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,World champion pastry chef and chocolatier. Known for grand cru chocolate and innovative creations.,Champion du monde de pâtisserie et chocolatier. Connu pour le chocolat grand cru et les créations innovantes.,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,,info@marcolini.be,0,2379,50.8413295,/logo/pierre-marcolini.jpg,4.3536915,Pierre Marcolini - Sablon,,+32 2 514 12 06,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:13,https://pierremarcolini.com
Tongerenstraat 69,Etterbeek,2025-12-27 18:50:13,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,World champion pastry chef and chocolatier. Known for grand cru chocolate and innovative creations.,Champion du monde de pâtisserie et chocolatier. Connu pour le chocolat grand cru et les créations innovantes.,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,,info@marcolini.be,0,2380,50.8403792,/logo/pierre-marcolini.jpg,4.4011114,Pierre Marcolini - Tongres,,+32 2 514 12 06,1040.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:13,https://pierremarcolini.com
Waterloosesteenweg 1302,Ukkel,2025-12-27 18:50:13,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,World champion pastry chef and chocolatier. Known for grand cru chocolate and innovative creations.,Champion du monde de pâtisserie et chocolatier. Connu pour le chocolat grand cru et les créations innovantes.,Wereldkampioen patisserie en chocolatier. Bekend om grand cru chocolade en innovatieve creaties.,,info@marcolini.be,0,2381,50.7913572,/logo/pierre-marcolini.jpg,4.37471,Pierre Marcolini - Uccle,,+32 2 514 12 06,1180.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:13,https://pierremarcolini.com
Hasseltsestraat 12,Herk-de-Stad,2025-12-27 18:50:26,Belgische chocolatier - Pralinehuisje + Dania Projects + Herks Genot,Belgian chocolatier - Pralinehuisje + Dania Projects + Herks Genot,Chocolaterie belge - Pralinehuisje + Dania Projects + Herks Genot,Belgische chocolatier - Pralinehuisje + Dania Projects + Herks Genot,,,0,2697,50.9413077,,5.1675337,Pralinehuisje + Dania Projects + Herks Genot,,,3540.0,Limburg,,,,winkel,2025-12-27 18:50:26,https://www.pralinehuisje.be
Kerkstraat 42,Knesselare,2025-12-27 18:50:26,Belgische chocolatier - ROOSE TANIA CHOCOLATERIE,Belgian chocolatier - ROOSE TANIA CHOCOLATERIE,Chocolaterie belge - ROOSE TANIA CHOCOLATERIE,Belgische chocolatier - ROOSE TANIA CHOCOLATERIE,,,0,2702,51.1367892,,3.4127053,ROOSE TANIA CHOCOLATERIE,,,9910.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:26,http://chocolaterieroose.be
Ringlaan 11/a,Heule,2025-12-27 18:50:26,Belgische chocolatier - ROVACOS,Belgian chocolatier - ROVACOS,Chocolaterie belge - ROVACOS,Belgische chocolatier - ROVACOS,,,0,2704,50.8538133,,3.2498051,ROVACOS,,,8501.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:26,https://www.rovacos.be
Koolmijnlaan 151,Heusden,2025-12-27 18:50:26,Belgische chocolatier - RTC,Belgian chocolatier - RTC,Chocolaterie belge - RTC,Belgische chocolatier - RTC,,,0,2705,51.0401327,,5.3017506,RTC,,,3550.0,Limburg,,,,winkel,2025-12-27 18:50:26,
Rue Loneux 9,Argenteau,2025-12-27 18:50:26,Belgische chocolatier - René Marnette,Belgian chocolatier - René Marnette,Chocolaterie belge - René Marnette,Belgische chocolatier - René Marnette,,,0,2701,50.6922181,,5.6897636,René Marnette,,,4601.0,Luik,,,,winkel,2025-12-27 18:50:26,
Havenstraat 1,Brugge,2025-12-27 18:50:26,Chocolate World in Brugge,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Chocolate World in Brugge,Chocolade workshops,,0,2703,51.2228635,,3.2269905,Rooses Chocolate World,,,8000.0,West-Vlaanderen,Chocolade workshops,Chocolat artisanal,museum,winkel,2025-12-27 18:50:26,
Koningin Astridstraat 56/C,Veldegem,2025-12-27 18:50:26,Belgische chocolatier - Ryckeboer Jeroen,Belgian chocolatier - Ryckeboer Jeroen,Chocolaterie belge - Ryckeboer Jeroen,Belgische chocolatier - Ryckeboer Jeroen,,,0,2706,51.1000067,,3.1701088,Ryckeboer Jeroen,,,8210.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:26,https://www.choco-lino.be
De Wandstraat 231,Neder-over-Heembeek,2025-12-27 18:50:26,Belgische chocolatier - S&V,Belgian chocolatier - S&V,Chocolaterie belge - S&V,Belgische chocolatier - S&V,,,0,2707,50.8925777,,4.3768928,S&V,,,1020.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:26,https://www.leonidas.com
Albert I laan 66,Steenkerke,2025-12-27 18:50:26,Belgische chocolatier - SANTOS PALACE,Belgian chocolatier - SANTOS PALACE,Chocolaterie belge - SANTOS PALACE,Belgische chocolatier - SANTOS PALACE,,,0,2709,51.0650483,,2.6832138,SANTOS PALACE,,,8630.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:26,
Camille Van Exterstraat 16,Ukkel,2025-12-27 18:50:26,Belgische chocolatier - SIMONET YVAN,Belgian chocolatier - SIMONET YVAN,Chocolaterie belge - SIMONET YVAN,Belgische chocolatier - SIMONET YVAN,,,0,2712,50.7972638,,4.3337141,SIMONET YVAN,,,1180.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:26,
Kabienstraat 41,Lille,2025-12-27 18:50:26,Belgische chocolatier - SMIK & SMAK,Belgian chocolatier - SMIK & SMAK,Chocolaterie belge - SMIK & SMAK,Belgische chocolatier - SMIK & SMAK,,,0,2713,51.2409387,,4.8210198,SMIK & SMAK,,,2275.0,Antwerpen,,,,winkel,2025-12-27 18:50:26,https://www.smik-smak.be
Bredabaan 336,Brasschaat,2025-12-27 18:50:26,Belgische chocolatier - SNOEPHUIS,Belgian chocolatier - SNOEPHUIS,Chocolaterie belge - SNOEPHUIS,Belgische chocolatier - SNOEPHUIS,,,0,2715,51.2921958,,4.4938239,SNOEPHUIS,,,2930.0,Antwerpen,,,,winkel,2025-12-27 18:50:26,https://www.snoephuis.be
Chemin du Saule 1,Macquenoise,2025-12-27 18:50:26,Belgische chocolatier - STEVENS ERINE,Belgian chocolatier - STEVENS ERINE,Chocolaterie belge - STEVENS ERINE,Belgische chocolatier - STEVENS ERINE,,,0,2718,49.9597313,,4.2203609,STEVENS ERINE,,,6593.0,Henegouwen,,,,winkel,2025-12-27 18:50:26,http://www.jsmlocation.be
Dorpstraat 5,Serskamp,2025-12-27 18:50:26,Belgische chocolatier - Sabrina Chocolate & Gifts,Belgian chocolatier - Sabrina Chocolate & Gifts,Chocolaterie belge - Sabrina Chocolate & Gifts,Belgische chocolatier - Sabrina Chocolate & Gifts,,,0,2708,50.9865543,,3.9328882,Sabrina Chocolate & Gifts,,,9260.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:26,https://www.facebook.com/Sabrina.Chocolates.Gifts
August Van de Wielelei 181/101,Deurne,2025-12-27 18:50:26,Belgische chocolatier - Sbhi Ahmed,Belgian chocolatier - Sbhi Ahmed,Chocolaterie belge - Sbhi Ahmed,Belgische chocolatier - Sbhi Ahmed,,,0,2711,51.2193843,,4.4802895,Sbhi Ahmed,,,2100.0,Antwerpen,,,,winkel,2025-12-27 18:50:26,
Kortrijksestraat 29,Ardooie,2025-12-27 18:50:26,Belgische chocolatier - Sneukelmondje,Belgian chocolatier - Sneukelmondje,Chocolaterie belge - Sneukelmondje,Belgische chocolatier - Sneukelmondje,,,0,2714,50.9762388,,3.1980937,Sneukelmondje,,,8850.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:26,https://www.sneukelmondje.be
Dennenlaan 104,Brecht,2025-12-27 18:50:26,Belgische chocolatier - Snoeppotteke,Belgian chocolatier - Snoeppotteke,Chocolaterie belge - Snoeppotteke,Belgische chocolatier - Snoeppotteke,,,0,2716,51.3020554,,4.5818527,Snoeppotteke,,,2960.0,Antwerpen,,,,winkel,2025-12-27 18:50:26,
Mechelsesteenweg 51,Kontich,2025-12-27 18:50:26,Chocoladewinkel in Kontich,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Chocoladewinkel in Kontich,Belgische chocolade,,0,2717,51.1330012,,4.4463211,Soetkin,,,2550.0,Antwerpen,Belgische chocolade,Artisan chocolate,Chocolat artisanal,winkel,2025-12-27 18:50:26,
Rue Pont d'Avroy 2,Luik,2025-12-27 18:50:26,Belgische chocolatier - Sucx,Belgian chocolatier - Sucx,Chocolaterie belge - Sucx,Belgische chocolatier - Sucx,,,0,2719,50.6405624,,5.5698267,Sucx,,,4000.0,Luik,,,,winkel,2025-12-27 18:50:26,
Rue de l'Ange 40,Namen,2025-12-27 18:50:26,Belgische chocolatier - Sucx Namur,Belgian chocolatier - Sucx Namur,Chocolaterie belge - Sucx Namur,Belgische chocolatier - Sucx Namur,,,0,2720,50.4638252,,4.8659442,Sucx Namur,,,5000.0,Namen,,,,winkel,2025-12-27 18:50:26,
Grote Steenweg 142,Eliksem,2025-12-27 18:50:26,Belgische chocolatier - Sugar and Beans,Belgian chocolatier - Sugar and Beans,Chocolaterie belge - Sugar and Beans,Belgische chocolatier - Sugar and Beans,,,0,2721,50.7850675,,5.0116329,Sugar and Beans,,,3400.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:26,
Koning Albertstraat 16,Hasselt,2025-12-27 18:50:27,Belgische chocolatier - Sugar and Sweets,Belgian chocolatier - Sugar and Sweets,Chocolaterie belge - Sugar and Sweets,Belgische chocolatier - Sugar and Sweets,,,0,2722,50.9288362,,5.3373501,Sugar and Sweets,,,3500.0,Limburg,,,,winkel,2025-12-27 18:50:27,https://www.sugarandsweets.be
Holenweg 17,Neerpelt,2025-12-27 18:50:27,Belgische chocolatier - Suikerboetiek,Belgian chocolatier - Suikerboetiek,Chocolaterie belge - Suikerboetiek,Belgische chocolatier - Suikerboetiek,,,0,2723,51.23999,,5.458813,Suikerboetiek,,,3910.0,Limburg,,,,winkel,2025-12-27 18:50:27,https://www.suikerboetiek.be
Pamelse Klei 24,Pamel,2025-12-27 18:50:27,Belgische chocolatier - Suikerdraakje,Belgian chocolatier - Suikerdraakje,Chocolaterie belge - Suikerdraakje,Belgische chocolatier - Suikerdraakje,,,0,2724,50.8420279,,4.0772543,Suikerdraakje,,,1760.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:27,
Hazebeekstraat 19,Hulste,2025-12-27 18:50:27,Belgische chocolatier - Sweet 4U,Belgian chocolatier - Sweet 4U,Chocolaterie belge - Sweet 4U,Belgische chocolatier - Sweet 4U,,,0,2725,50.8808792,,3.2876698,Sweet 4U,,,8531.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:27,
Burg.Ch.Ramakersstraat 5,Eisden,2025-12-27 18:50:27,Belgische chocolatier - Sweetcake_sss,Belgian chocolatier - Sweetcake_sss,Chocolaterie belge - Sweetcake_sss,Belgische chocolatier - Sweetcake_sss,,,0,2726,50.9880718,,5.6824366,Sweetcake_sss,,,3630.0,Limburg,,,,winkel,2025-12-27 18:50:27,http://www.sweetcakesss.be
Kasteelstraat 61,Zelzate,2025-12-27 18:50:27,Belgische chocolatier - TASTY CHOCOLATE,Belgian chocolatier - TASTY CHOCOLATE,Chocolaterie belge - TASTY CHOCOLATE,Belgische chocolatier - TASTY CHOCOLATE,,,0,2730,51.1961929,,3.7813861,TASTY CHOCOLATE,,,9060.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:27,
Tiensestraat 200,Leuven,2025-12-27 18:50:27,Belgische chocolatier - TEMMERMAN CONFISERIE - CHOCOLATERIE,Belgian chocolatier - TEMMERMAN CONFISERIE - CHOCOLATERIE,Chocolaterie belge - TEMMERMAN CONFISERIE - CHOCOLATERIE,Belgische chocolatier - TEMMERMAN CONFISERIE - CHOCOLATERIE,,,0,2731,50.8744919,,4.7112103,TEMMERMAN CONFISERIE - CHOCOLATERIE,,,3000.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:27,https://www.temmermanleuven.be
Molenstraat 45/1,Aalst,2025-12-27 18:50:27,Belgische chocolatier - TEMMERMAN HOLDING,Belgian chocolatier - TEMMERMAN HOLDING,Chocolaterie belge - TEMMERMAN HOLDING,Belgische chocolatier - TEMMERMAN HOLDING,,,0,2732,50.9391885,,4.0417789,TEMMERMAN HOLDING,,,9300.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:27,https://www.temmermanconfiserie.com
Rue du Centre 41A,Biesme,2025-12-27 18:50:27,Belgische chocolatier - THIRY MICHEL,Belgian chocolatier - THIRY MICHEL,Chocolaterie belge - THIRY MICHEL,Belgische chocolatier - THIRY MICHEL,,,0,2737,50.3334019,,4.6074985,THIRY MICHEL,,,5640.0,Namen,,,,winkel,2025-12-27 18:50:27,
Zeelaan 256,Koksijde,2025-12-27 18:50:27,Belgische chocolatier - Tante Jessy,Belgian chocolatier - Tante Jessy,Chocolaterie belge - Tante Jessy,Belgische chocolatier - Tante Jessy,,,0,2728,51.1185731,,2.6357348,Tante Jessy,,,8670.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:27,http://www.tante-jessy.be
Distellaan 8,Westende,2025-12-27 18:50:27,Belgische chocolatier - Tante Jessy,Belgian chocolatier - Tante Jessy,Chocolaterie belge - Tante Jessy,Belgische chocolatier - Tante Jessy,,,0,2729,51.1713209,,2.7768645,Tante Jessy,,,8434.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:27,http://www.tante-jessy.be
Rue Lebeau 11,Bruxelles,2025-12-27 18:50:27,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2733,50.8428958,,4.3545258,The Belgian Chocolate Makers (Factory),,+32 2 203 92 20,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:27,https://www.chocolaterie.brussels/
Korenmarkt 23,Mechelen,2025-12-27 18:50:27,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2734,51.0245944,,4.476444,The Cacao Project,,,2800.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:27,https://www.thecacaoproject.be/
Simon Stevinplein 19,Brugge,2025-12-27 18:50:27,Innovatieve chocolatier Dominique Persoone. Bekend om experimentele smaken en chocolade-shooter.,Innovative chocolatier Dominique Persoone. Known for experimental flavors and chocolate shooter.,Chocolatier innovant Dominique Persoone. Connu pour ses saveurs expérimentales et son chocolate shooter.,Innovatieve chocolatier Dominique Persoone. Bekend om experimentele smaken en chocolade-shooter.,Experimentele chocolade,info@thechocolateline.be,0,2735,51.2065141,,3.222325,The Chocolate Line,,+32 50 34 10 90,8000.0,West-Vlaanderen,Experimentele chocolade,Chocolat expérimental,specerijen,beide,2025-12-27 18:50:27,https://www.thechocolateline.be
Mariastraat 3,Brugge,2025-12-27 18:50:27,Belgische chocolatier - The Old Chocolate House,Belgian chocolatier - The Old Chocolate House,Chocolaterie belge - The Old Chocolate House,Belgische chocolatier - The Old Chocolate House,,,0,2736,51.2060143,,3.2231356,The Old Chocolate House,,,8000.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:27,http://www.hotelnotredame.be
Brusselstraat 51,Antwerpen,2025-12-27 18:50:27,Belgische chocolatier - Titanic Chocolate,Belgian chocolatier - Titanic Chocolate,Chocolaterie belge - Titanic Chocolate,Belgische chocolatier - Titanic Chocolate,,,0,2738,51.2019702,,4.3908187,Titanic Chocolate,,,2018.0,Antwerpen,,,,winkel,2025-12-27 18:50:27,
Rue Franklin Roosevelt 12,Neufchâteau,2025-12-27 18:50:27,Chocolaterie in Neufchâteau,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Chocolaterie in Neufchâteau,Artisanale chocolade,,0,2739,49.841115,,5.4348817,Trick or Treat,,,6840.0,Luxemburg,Artisanale chocolade,Artisan chocolate,Chocolat artisanal,winkel,2025-12-27 18:50:27,
Fressendestraat 8,Rollegem,2025-12-27 18:50:27,Belgische chocolatier - UC SWEETS,Belgian chocolatier - UC SWEETS,Chocolaterie belge - UC SWEETS,Belgische chocolatier - UC SWEETS,,,0,2741,50.770473,,3.2595927,UC SWEETS,,,8510.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:27,
Korte Steenstraat 2,Kortrijk,2025-12-27 18:50:27,Belgische chocolatier - V-Chocolatier by Sweertvaegher,Belgian chocolatier - V-Chocolatier by Sweertvaegher,Chocolaterie belge - V-Chocolatier by Sweertvaegher,Belgische chocolatier - V-Chocolatier by Sweertvaegher,,,0,2742,50.8271178,,3.2672283,V-Chocolatier by Sweertvaegher,,,8500.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:27,https://v-chocolatier.be
Steenweg op Waver 643,Etterbeek,2025-12-27 18:50:27,Belgische chocolatier,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Belgische chocolatier,Ambachtelijke chocolade,,0,2746,50.8309035,,4.3889244,VANDENHENDE Artisan Chocolatier,,,1040.0,Brussels Hoofdstedelijk Gewest,Ambachtelijke chocolade,Artisan chocolate,Chocolat artisanal,winkel,2025-12-27 18:50:27,https://www.chocolatier-vandenhende.be
Perreveld 8,Opwijk,2025-12-27 18:50:27,Belgische chocolatier - VDV WOONDIENST,Belgian chocolatier - VDV WOONDIENST,Chocolaterie belge - VDV WOONDIENST,Belgische chocolatier - VDV WOONDIENST,,,0,2747,50.9601374,,4.1688261,VDV WOONDIENST,,,1745.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:27,http://www.vdvchocolaterie.com
Ninoofsesteenweg 1026,Dilbeek,2025-12-27 18:50:13,SCHEPDAAL - FACTORY STORE,SCHEPDAAL - FACTORY STORE,SCHEPDAAL - FACTORY STORE,SCHEPDAAL - FACTORY STORE,,,0,2382,50.8374132,/logo/valentino.jpg,4.1917836,Valentino Chocolatier,,,1703.0,Vlaams-Brabant,,,,beide,2025-12-27 18:50:13,https://valentinobelgium.com
Lange Zoutstraat 2,Aalst,2025-12-27 18:50:13,AALST - FLAGSHIP,AALST - FLAGSHIP,AALST - FLAGSHIP,AALST - FLAGSHIP,,,0,2383,50.9379414,/logo/valentino.jpg,4.0393554,Valentino Chocolatier,,,9300.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:13,https://valentinobelgium.com
Doorniksesteenweg 34,Avelgem,2025-12-27 18:50:13,AVELGEM - LITTLE HANDMADE STORIES,AVELGEM - LITTLE HANDMADE STORIES,AVELGEM - LITTLE HANDMADE STORIES,AVELGEM - LITTLE HANDMADE STORIES,,,0,2384,50.7745095,/logo/valentino.jpg,3.4445651,Valentino Chocolatier,,,8580.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:13,https://valentinobelgium.com
